     0.00000     3.05127
     0.12245     2.82815
     0.24491     2.26947
     0.36736     1.61223
     0.48981     1.04818
     0.61227     0.66628
     0.73472     0.52339
     0.85717     0.64283
     0.97962     0.99470
     1.10208     1.52968
     1.22453     2.15904
     1.34698     2.67526
     1.46944     2.83461
     1.59189     2.54782
     1.71434     1.96415
     1.83680     1.34359
     1.95925     0.87584
     2.08170     0.66773
     2.20416     0.78390
     2.32661     1.22516
     2.44906     1.88807
     2.57152     2.59010
     2.69397     3.12590
     2.81642     3.32018
     2.93887     3.11552
     3.06133     2.60096
     3.18378     1.95279
     3.30623     1.34008
     3.42869     0.86459
     3.55114     0.55257
     3.67359     0.37324
     3.79605     0.26817
     3.91850     0.19547
     4.04095     0.14477
     4.16341     0.10739
     4.28586     0.07878
     4.40831     0.05837
     4.53077     0.04412
     4.65322     0.03268
     4.77567     0.02334
     4.89812     0.01729
     5.02058     0.01371
     5.14303     0.01024
     5.26548     0.00666
     5.38794     0.00468
     5.51039     0.00427
     5.63284     0.00346
     5.75530     0.00183
     5.87775     0.00103
     6.00020     0.00142
     6.12266     0.00138
     6.24511     0.00040
     6.36756    -0.00007
     6.49002     0.00055
     6.61247     0.00080
     6.73492     0.00002
     6.85737    -0.00041
     6.97983     0.00022
     7.10228     0.00063
     7.22473    -0.00002
     7.34719    -0.00050
     7.46964     0.00008
     7.59209     0.00057
     7.71455     0.00001
     7.83700    -0.00051
     7.95945     0.00001
     8.08191     0.00057
     8.20436     0.00008
     8.32681    -0.00050
     8.44927    -0.00002
     8.57172     0.00063
     8.69417     0.00022
     8.81662    -0.00041
     8.93908     0.00002
     9.06153     0.00080
     9.18398     0.00055
     9.30644    -0.00007
     9.42889     0.00040
     9.55134     0.00138
     9.67380     0.00142
     9.79625     0.00103
     9.91870     0.00183
    10.04116     0.00346
    10.16361     0.00427
    10.28606     0.00468
    10.40852     0.00666
    10.53097     0.01024
    10.65342     0.01371
    10.77587     0.01729
    10.89833     0.02334
    11.02078     0.03268
    11.14323     0.04412
    11.26569     0.05837
    11.38814     0.07878
    11.51059     0.10739
    11.63305     0.14477
    11.75550     0.19547
    11.87795     0.26817
    12.00041     0.37324
    12.12286     0.55257
    12.24531     0.86459
    12.36777     1.34008
    12.49022     1.95279
    12.61267     2.60096
    12.73512     3.11552
    12.85758     3.32018
    12.98003     3.12590
    13.10248     2.59010
    13.22494     1.88807
    13.34739     1.22516
    13.46984     0.78390
    13.59230     0.66773
    13.71475     0.87584
    13.83720     1.34359
    13.95966     1.96415
    14.08211     2.54782
    14.20456     2.83461
    14.32702     2.67526
    14.44947     2.15904
    14.57192     1.52968
    14.69437     0.99470
    14.81683     0.64283
    14.93928     0.52339
    15.06173     0.66628
    15.18419     1.04818
    15.30664     1.61223
    15.42909     2.26947
    15.55155     2.82815
