  -9.00000  0.0000E+00
  -8.92857  0.0000E+00
  -8.85714  0.3469E-26
  -8.78571  0.9286E-22
  -8.71429  0.8960E-18
  -8.64286  0.3116E-14
  -8.57143  0.3906E-11
  -8.50000  0.1765E-08
  -8.42857  0.2875E-06
  -8.35714  0.1691E-04
  -8.28571  0.3611E-03
  -8.21429  0.2862E-02
  -8.14286  0.9243E-02
  -8.07143  0.1651E-01
  -8.00000  0.2679E-01
  -7.92857  0.3839E-01
  -7.85714  0.3252E-01
  -7.78571  0.2966E-01
  -7.71429  0.5128E-01
  -7.64286  0.6288E-01
  -7.57143  0.5987E-01
  -7.50000  0.4895E-01
  -7.42857  0.3597E-01
  -7.35714  0.5683E-01
  -7.28571  0.8657E-01
  -7.21429  0.8682E-01
  -7.14286  0.8842E-01
  -7.07143  0.7025E-01
  -7.00000  0.4495E-01
  -6.92857  0.5927E-01
  -6.85714  0.8688E-01
  -6.78571  0.1195E+00
  -6.71429  0.1202E+00
  -6.64286  0.7977E-01
  -6.57143  0.8793E-01
  -6.50000  0.1146E+00
  -6.42857  0.1022E+00
  -6.35714  0.6986E-01
  -6.28571  0.7133E-01
  -6.21429  0.1337E+00
  -6.14286  0.1598E+00
  -6.07143  0.1428E+00
  -6.00000  0.1264E+00
  -5.92857  0.9030E-01
  -5.85714  0.1086E+00
  -5.78571  0.1508E+00
  -5.71429  0.1623E+00
  -5.64286  0.1227E+00
  -5.57143  0.8621E-01
  -5.50000  0.1385E+00
  -5.42857  0.2024E+00
  -5.35714  0.1875E+00
  -5.28571  0.1487E+00
  -5.21429  0.1621E+00
  -5.14286  0.1719E+00
  -5.07143  0.1864E+00
  -5.00000  0.1856E+00
  -4.92857  0.1610E+00
  -4.85714  0.1462E+00
  -4.78571  0.1567E+00
  -4.71429  0.2112E+00
  -4.64286  0.2553E+00
  -4.57143  0.2677E+00
  -4.50000  0.2432E+00
  -4.42857  0.2305E+00
  -4.35714  0.2513E+00
  -4.28571  0.2761E+00
  -4.21429  0.2281E+00
  -4.14286  0.1692E+00
  -4.07143  0.1889E+00
  -4.00000  0.3349E+00
  -3.92857  0.4432E+00
  -3.85714  0.4581E+00
  -3.78571  0.4092E+00
  -3.71429  0.3844E+00
  -3.64286  0.4504E+00
  -3.57143  0.4122E+00
  -3.50000  0.4571E+00
  -3.42857  0.6483E+00
  -3.35714  0.7772E+00
  -3.28571  0.8065E+00
  -3.21429  0.8108E+00
  -3.14286  0.7286E+00
  -3.07143  0.6246E+00
  -3.00000  0.6233E+00
  -2.92857  0.7611E+00
  -2.85714  0.8596E+00
  -2.78571  0.9028E+00
  -2.71429  0.1062E+01
  -2.64286  0.1267E+01
  -2.57143  0.1301E+01
  -2.50000  0.1173E+01
  -2.42857  0.1204E+01
  -2.35714  0.1239E+01
  -2.28571  0.1058E+01
  -2.21429  0.9258E+00
  -2.14286  0.8545E+00
  -2.07143  0.7145E+00
  -2.00000  0.6584E+00
  -1.92857  0.6450E+00
  -1.85714  0.5655E+00
  -1.78571  0.6731E+00
  -1.71429  0.1209E+01
  -1.64286  0.1835E+01
  -1.57143  0.2239E+01
  -1.50000  0.2507E+01
  -1.42857  0.2636E+01
  -1.35714  0.2570E+01
  -1.28571  0.2459E+01
  -1.21429  0.2380E+01
  -1.14286  0.2431E+01
  -1.07143  0.2318E+01
