  -9.00000  0.4144E-28  0.4062E-28  0.0000E+00  0.0000E+00
  -8.93143  0.1286E-23  0.1261E-23  0.2526E-25  0.0000E+00
  -8.86286  0.1559E-19  0.1528E-19  0.3062E-21  0.0000E+00
  -8.79429  0.7378E-16  0.7233E-16  0.1449E-17  0.0000E+00
  -8.72571  0.1363E-12  0.1337E-12  0.2678E-14  0.0000E+00
  -8.65714  0.9839E-10  0.9645E-10  0.1932E-11  0.0000E+00
  -8.58857  0.2772E-07  0.2718E-07  0.5444E-09  0.0000E+00
  -8.52000  0.3050E-05  0.2990E-05  0.5989E-07  0.3701E-25
  -8.45143  0.1310E-03  0.1284E-03  0.2573E-05  0.3892E-21
  -8.38286  0.2197E-02  0.2154E-02  0.4316E-04  0.1598E-17
  -8.31429  0.1439E-01  0.1411E-01  0.2827E-03  0.2562E-14
  -8.24571  0.3680E-01  0.3608E-01  0.7228E-03  0.1604E-11
  -8.17714  0.3675E-01  0.3603E-01  0.7218E-03  0.3920E-09
  -8.10857  0.1434E-01  0.1406E-01  0.2819E-03  0.3742E-07
  -8.04000  0.2466E-02  0.2406E-02  0.5865E-04  0.1395E-05
  -7.97143  0.4270E-02  0.4017E-02  0.2326E-03  0.2029E-04
  -7.90286  0.2353E-01  0.2211E-01  0.1307E-02  0.1153E-03
  -7.83429  0.5220E-01  0.4904E-01  0.2900E-02  0.2559E-03
  -7.76571  0.4522E-01  0.4249E-01  0.2512E-02  0.2217E-03
  -7.69714  0.1539E-01  0.1446E-01  0.8584E-03  0.7621E-04
  -7.62857  0.4508E-02  0.4126E-02  0.3391E-03  0.4231E-04
  -7.56000  0.2596E-01  0.2325E-01  0.2364E-02  0.3373E-03
  -7.49143  0.1049E+00  0.9398E-01  0.9569E-02  0.1367E-02
  -7.42286  0.1663E+00  0.1489E+00  0.1516E-01  0.2166E-02
  -7.35429  0.1029E+00  0.9216E-01  0.9384E-02  0.1341E-02
  -7.28571  0.2486E-01  0.2227E-01  0.2267E-02  0.3239E-03
  -7.21714  0.2345E-02  0.2101E-02  0.2139E-03  0.3056E-04
  -7.14857  0.8640E-04  0.7739E-04  0.7880E-05  0.1126E-05
  -7.08000  0.1337E-05  0.1189E-05  0.1271E-06  0.2092E-07
  -7.01143  0.1105E-04  0.8902E-05  0.1613E-05  0.5541E-06
  -6.94286  0.5081E-03  0.4091E-03  0.7425E-04  0.2537E-04
  -6.87429  0.9153E-02  0.7369E-02  0.1340E-02  0.4549E-03
  -6.80571  0.6459E-01  0.5200E-01  0.9469E-02  0.3193E-02
  -6.73714  0.1786E+00  0.1438E+00  0.2624E-01  0.8777E-02
  -6.66857  0.1937E+00  0.1559E+00  0.2852E-01  0.9454E-02
  -6.60000  0.8296E-01  0.6674E-01  0.1225E-01  0.4032E-02
  -6.53143  0.2290E-01  0.1796E-01  0.3611E-02  0.1346E-02
  -6.46286  0.6047E-01  0.4556E-01  0.1039E-01  0.4508E-02
  -6.39429  0.1515E+00  0.1141E+00  0.2610E-01  0.1136E-01
  -6.32571  0.1510E+00  0.1136E+00  0.2601E-01  0.1136E-01
  -6.25714  0.6776E-01  0.5037E-01  0.1165E-01  0.5740E-02
  -6.18857  0.7003E-01  0.4856E-01  0.1193E-01  0.9540E-02
  -6.12000  0.1556E+00  0.1066E+00  0.2647E-01  0.2254E-01
  -6.05143  0.1536E+00  0.1052E+00  0.2611E-01  0.2228E-01
  -5.98286  0.5934E-01  0.4064E-01  0.1009E-01  0.8610E-02
  -5.91429  0.8956E-02  0.6133E-02  0.1523E-02  0.1299E-02
  -5.84571  0.5279E-03  0.3615E-03  0.8978E-04  0.7660E-04
  -5.77714  0.3312E-04  0.2057E-04  0.6709E-05  0.5835E-05
  -5.70857  0.8971E-03  0.5253E-03  0.1980E-03  0.1738E-03
  -5.64000  0.1535E-01  0.9009E-02  0.3373E-02  0.2968E-02
  -5.57143  0.1062E+00  0.6245E-01  0.2317E-01  0.2061E-01
  -5.50286  0.3069E+00  0.1798E+00  0.6582E-01  0.6132E-01
  -5.43429  0.4121E+00  0.2359E+00  0.8411E-01  0.9210E-01
  -5.36571  0.3265E+00  0.1765E+00  0.6009E-01  0.8992E-01
  -5.29714  0.1743E+00  0.8898E-01  0.2918E-01  0.5614E-01
  -5.22857  0.9575E-01  0.4465E-01  0.1575E-01  0.3541E-01
  -5.16000  0.2569E+00  0.1091E+00  0.4133E-01  0.1067E+00
  -5.09143  0.5302E+00  0.2163E+00  0.8013E-01  0.2341E+00
  -5.02286  0.4789E+00  0.1832E+00  0.6491E-01  0.2309E+00
  -4.95429  0.2781E+00  0.7963E-01  0.2341E-01  0.1751E+00
  -4.88571  0.3697E+00  0.6257E-01  0.9707E-02  0.2976E+00
  -4.81714  0.5225E+00  0.8161E-01  0.1200E-01  0.4291E+00
  -4.74857  0.4413E+00  0.6300E-01  0.1253E-01  0.3658E+00
  -4.68000  0.4625E+00  0.6318E-01  0.2475E-01  0.3746E+00
  -4.61143  0.9202E+00  0.1481E+00  0.6594E-01  0.7061E+00
  -4.54286  0.1426E+01  0.2429E+00  0.1132E+00  0.1069E+01
  -4.47429  0.1539E+01  0.2539E+00  0.1262E+00  0.1158E+01
  -4.40571  0.1456E+01  0.1883E+00  0.9688E-01  0.1171E+01
  -4.33714  0.1221E+01  0.1112E+00  0.6236E-01  0.1047E+01
  -4.26857  0.8944E+00  0.8732E-01  0.5853E-01  0.7489E+00
  -4.20000  0.1015E+01  0.1019E+00  0.8383E-01  0.8296E+00
  -4.13143  0.1526E+01  0.1126E+00  0.1136E+00  0.1299E+01
  -4.06286  0.1834E+01  0.1129E+00  0.1230E+00  0.1597E+01
  -3.99429  0.1837E+01  0.9703E-01  0.1031E+00  0.1635E+01
  -3.92571  0.1552E+01  0.7437E-01  0.7208E-01  0.1405E+01
  -3.85714  0.1008E+01  0.5211E-01  0.4778E-01  0.9079E+00
  -3.78857  0.5378E+00  0.2882E-01  0.3202E-01  0.4768E+00
  -3.72000  0.5720E+00  0.1370E-01  0.3762E-01  0.5206E+00
  -3.65143  0.9990E+00  0.1362E-01  0.6337E-01  0.9220E+00
  -3.58286  0.1165E+01  0.1341E-01  0.6091E-01  0.1091E+01
  -3.51429  0.1373E+01  0.6727E-02  0.4336E-01  0.1324E+01
  -3.44571  0.1905E+01  0.2636E-02  0.5334E-01  0.1849E+01
  -3.37714  0.2683E+01  0.4369E-02  0.1041E+00  0.2575E+01
  -3.30857  0.3376E+01  0.8134E-02  0.1522E+00  0.3216E+01
  -3.24000  0.2992E+01  0.6846E-02  0.1244E+00  0.2861E+01
  -3.17143  0.2108E+01  0.2774E-02  0.7351E-01  0.2032E+01
  -3.10286  0.1542E+01  0.1559E-02  0.5169E-01  0.1490E+01
  -3.03429  0.1530E+01  0.3877E-02  0.5406E-01  0.1472E+01
  -2.96571  0.1684E+01  0.9323E-02  0.7147E-01  0.1603E+01
  -2.89714  0.1767E+01  0.2172E-01  0.9568E-01  0.1649E+01
  -2.82857  0.2206E+01  0.4333E-01  0.1570E+00  0.2006E+01
  -2.76000  0.2929E+01  0.5706E-01  0.2393E+00  0.2632E+01
  -2.69143  0.3355E+01  0.4916E-01  0.2539E+00  0.3052E+01
  -2.62286  0.3178E+01  0.3605E-01  0.1908E+00  0.2952E+01
  -2.55429  0.2706E+01  0.2692E-01  0.1269E+00  0.2553E+01
  -2.48571  0.2044E+01  0.1630E-01  0.8224E-01  0.1946E+01
  -2.41714  0.1399E+01  0.6910E-02  0.5542E-01  0.1337E+01
  -2.34857  0.1057E+01  0.6942E-02  0.5518E-01  0.9947E+00
  -2.28000  0.8288E+00  0.1368E-01  0.7762E-01  0.7379E+00
  -2.21143  0.5102E+00  0.1309E-01  0.6896E-01  0.4286E+00
  -2.14286  0.3189E+00  0.7433E-02  0.4707E-01  0.2645E+00
  -2.07429  0.8034E+00  0.1360E-01  0.1064E+00  0.6833E+00
  -2.00571  0.1707E+01  0.2615E-01  0.1898E+00  0.1491E+01
  -1.93714  0.1938E+01  0.2369E-01  0.1463E+00  0.1768E+01
  -1.86857  0.1488E+01  0.1286E-01  0.5639E-01  0.1419E+01
  -1.80000  0.9334E+00  0.5552E-02  0.1816E-01  0.9097E+00
  -1.73143  0.5419E+00  0.1655E-02  0.8291E-02  0.5318E+00
  -1.66286  0.3919E+00  0.1540E-02  0.9434E-02  0.3807E+00
  -1.59429  0.5690E+00  0.7091E-02  0.2964E-01  0.5322E+00
  -1.52571  0.1108E+01  0.1750E-01  0.6700E-01  0.1023E+01
  -1.45714  0.2009E+01  0.2282E-01  0.7771E-01  0.1908E+01
  -1.38857  0.3038E+01  0.2248E-01  0.6443E-01  0.2951E+01
  -1.32000  0.3214E+01  0.1836E-01  0.5401E-01  0.3141E+01
  -1.25143  0.2785E+01  0.1141E-01  0.3547E-01  0.2738E+01
  -1.18286  0.2993E+01  0.8233E-02  0.2401E-01  0.2961E+01
  -1.11429  0.3500E+01  0.8293E-02  0.2619E-01  0.3465E+01
  -1.04571  0.3692E+01  0.7922E-02  0.2729E-01  0.3657E+01
  -0.97714  0.3860E+01  0.7235E-02  0.2315E-01  0.3829E+01
  -0.90857  0.4273E+01  0.7838E-02  0.2302E-01  0.4242E+01
  -0.84000  0.4964E+01  0.1238E-01  0.3892E-01  0.4912E+01
  -0.77143  0.5099E+01  0.1738E-01  0.5970E-01  0.5022E+01
  -0.70286  0.3488E+01  0.1719E-01  0.4988E-01  0.3421E+01
  -0.63429  0.1785E+01  0.1731E-01  0.3056E-01  0.1737E+01
  -0.56571  0.1412E+01  0.1702E-01  0.2582E-01  0.1369E+01
  -0.49714  0.1854E+01  0.2126E-01  0.3410E-01  0.1799E+01
  -0.42857  0.2429E+01  0.3417E-01  0.5015E-01  0.2345E+01
  -0.36000  0.2336E+01  0.3798E-01  0.5224E-01  0.2246E+01
