  0.00000000   -8.22629482   0.00000
  0.01392282   -8.16878208   0.00000
  0.02784564   -7.99726408   0.00000
  0.04176845   -7.71547611   0.00100
  0.05569127   -7.32955217   0.00300
  0.06961409   -6.84886494   0.00900
  0.08353691   -6.28676555   0.01900
  0.09745973   -5.66226777   0.03800
  0.11138255   -5.00254959   0.07100
  0.12530536   -4.34576265   0.12400
  0.13922818   -3.74272918   0.20600
  0.15315100   -3.25067155   0.31700
  0.16707381   -2.91299471   0.44300
  0.18099663   -2.73561584   0.56000
  0.19491945   -2.69083266   0.65400
  0.20884227   -2.73008027   0.72200
  0.22276509   -2.80651981   0.76800
  0.23668790   -2.88504782   0.79700
  0.25061072   -2.94140776   0.81300
  0.26453354   -2.96169734   0.81800
  0.26453354   -2.96169734   0.81800
  0.27437846   -2.95033136   0.81600
  0.28422338   -2.91618488   0.81100
  0.29406830   -2.85922641   0.80100
  0.30391322   -2.77937927   0.78900
  0.31375814   -2.67654719   0.77300
  0.32360306   -2.57659243   0.79400
  0.33344798   -2.49401568   0.78300
  0.34329289   -2.44053734   0.76700
  0.35313781   -2.43324408   0.74800
  0.36298273   -2.48310280   0.72700
  0.37282765   -2.58883338   0.70700
  0.38267257   -2.73575774   0.69100
  0.39251749   -2.90504931   0.67800
  0.40236241   -3.07720604   0.66900
  0.41220733   -3.23531739   0.66200
  0.42205224   -3.36874286   0.65800
  0.43189716   -3.46901227   0.65500
  0.44174208   -3.53076072   0.65300
  0.45158700   -3.55178896   0.65300
  0.45158700   -3.55178896   0.65300
  0.45854841   -3.54108884   0.65300
  0.46550982   -3.50916543   0.65300
  0.47247123   -3.45655922   0.65400
  0.47943264   -3.38418485   0.65600
  0.48639404   -3.29334188   0.65700
  0.49335546   -3.18547628   0.66000
  0.50031686   -3.06325387   0.66200
  0.50727827   -2.92925342   0.66600
  0.51423968   -2.78581165   0.67000
  0.52120109   -2.63664658   0.67500
  0.52816250   -2.48589337   0.68000
  0.53512391   -2.33719475   0.68600
  0.54208532   -2.19528451   0.69200
  0.54904673   -2.06398913   0.69800
  0.55600814   -1.94948748   0.70400
  0.56296955   -1.85524039   0.70900
  0.56993095   -1.78535042   0.75500
  0.57689237   -1.76129810   0.73600
  0.58385377   -1.72656284   0.71600
  0.58385377   -1.72656284   0.71600
  0.59591128   -1.76044121   0.73700
  0.60796880   -1.77893794   0.75800
  0.62002631   -1.80644402   0.53200
  0.63208383   -2.03453167   0.44600
  0.64414134   -2.37759226   0.35600
  0.65619886   -2.82408388   0.27200
  0.66825637   -3.34944755   0.19800
  0.68031389   -3.92645240   0.13900
  0.69237140   -4.52753290   0.09400
  0.70442892   -5.12842792   0.06100
  0.71648642   -5.70894122   0.03800
  0.72854394   -6.25320017   0.02200
  0.74060145   -6.74803923   0.01200
  0.75265897   -7.18307020   0.00600
  0.76471648   -7.54997299   0.00200
  0.77677400   -7.84207979   0.00100
  0.78883151   -8.05431324   0.00000
  0.80088903   -8.18315692   0.00000
  0.81294654   -8.22629482   0.00000
  0.81294654   -8.22629482   0.00000
  0.82279146   -8.19753183   0.00000
  0.83263638   -8.11140723   0.00000
  0.84248130   -7.96905187   0.00000
  0.85232622   -7.77199087   0.00100
  0.86217114   -7.52278563   0.00300
  0.87201605   -7.22470459   0.00600
  0.88186097   -6.88238730   0.01100
  0.89170589   -6.50200041   0.02100
  0.90155081   -6.09196431   0.03700
  0.91139573   -5.66333023   0.06300
  0.92124065   -5.23136212   0.10200
  0.93108557   -4.81571924   0.16100
  0.94093048   -4.43974441   0.24200
  0.95077540   -4.12561061   0.34000
  0.96062032   -3.88699694   0.44400
  0.97046524   -3.72312334   0.53400
  0.98031016   -3.62201030   0.60100
  0.99015508   -3.56863207   0.64000
  1.00000000   -3.55178897   0.65300
  1.00000000   -1.53252512   0.93100
  0.99015508   -1.52446775   0.93100
  0.98031016   -1.50045064   0.93100
  0.97046524   -1.46097929   0.93200
  0.96062032   -1.40688980   0.93300
  0.95077540   -1.33914894   0.93400
  0.94093048   -1.25967048   0.93600
  0.93108557   -1.17000030   0.93800
  0.92124065   -1.07223770   0.94000
  0.91139573   -0.96878758   0.94300
  0.90155081   -0.86227248   0.94600
  0.89170589   -0.75551375   0.94900
  0.88186097   -0.65147814   0.95200
  0.87201605   -0.55744819   0.95500
  0.86217114   -0.46842513   0.95800
  0.85232622   -0.39092780   0.96000
  0.84248130   -0.33007091   0.96300
  0.83263638   -0.28377901   0.96400
  0.82279146   -0.25609281   0.96500
  0.81294654   -0.24646637   0.96600
  0.81294654   -0.24646637   0.96600
  0.80088903   -0.25692530   0.96500
  0.78883151   -0.28562383   0.96300
  0.77677400   -0.34223391   0.95900
  0.76471648   -0.42152796   0.95400
  0.75265897   -0.52894327   0.94600
  0.74060145   -0.65904512   0.93700
  0.72854394   -0.80642268   0.92600
  0.71648642   -0.96353107   0.91400
  0.70442892   -1.12219471   0.90100
  0.69237140   -1.27431740   0.88600
  0.68031389   -1.41318422   0.87100
  0.66825637   -1.53343864   0.85500
  0.65619886   -1.63325427   0.83700
  0.64414134   -1.70563842   0.81900
  0.63208383   -1.75442445   0.79900
